60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.003	0.039	31.517	0.313	3.570	10.837	11.410	0.000	227.640	1.000	119.179	0.096	936.377
60.784	-204966192424269021000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000	20.278	0.003	0.000	-972.985	972.988	0.000	178.739	8.000	0.000	8.752	0.000
60.784	-204966192424269021000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000	20.278	0.003	0.000	-972.985	972.988	0.000	178.739	8.000	0.000	8.752	0.000
60.784	-204966192424269021000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000	20.278	0.003	0.000	-972.985	972.988	0.000	178.739	8.000	0.000	8.752	0.000
60.784	-204966192424269021000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000	20.278	0.003	0.000	-972.985	972.988	0.000	178.739	8.000	0.000	8.752	0.000
60.003	0.041	30.536	0.317	3.640	-10.887	11.479	0.000	-69.090	8.000	119.214	0.096	0.502
60.003	0.041	30.536	0.317	3.640	-10.887	11.479	0.000	-69.090	8.000	119.214	0.096	0.502
60.003	0.041	30.536	0.317	3.640	-10.887	11.479	0.000	-69.090	8.000	119.214	0.096	0.502
60.003	0.041	30.536	0.317	3.640	-10.887	11.479	0.000	-69.090	8.000	119.214	0.096	0.502
60.003	0.041	30.536	0.317	3.640	-10.887	11.479	0.000	-69.090	8.000	119.214	0.096	0.502
60.003	0.042	30.226	0.319	3.667	10.881	11.482	0.000	290.307	1.000	119.213	0.096	1.230
60.003	0.042	30.226	0.319	3.667	10.881	11.482	0.000	290.307	1.000	119.213	0.096	1.230
60.003	0.042	30.226	0.319	3.667	10.881	11.482	0.000	290.307	1.000	119.213	0.096	1.230
60.003	0.042	30.226	0.319	3.667	10.881	11.482	0.000	290.307	1.000	119.213	0.096	1.230
60.003	0.042	30.226	0.319	3.667	10.881	11.482	0.000	290.307	1.000	119.213	0.096	1.230
60.003	0.042	30.418	0.318	3.652	-10.887	11.483	0.000	110.778	8.000	119.213	0.096	1.963
60.003	0.042	30.418	0.318	3.652	-10.887	11.483	0.000	110.778	8.000	119.213	0.096	1.963
60.003	0.042	30.418	0.318	3.652	-10.887	11.483	0.000	110.778	8.000	119.213	0.096	1.963
60.003	0.042	30.418	0.318	3.652	-10.887	11.483	0.000	110.778	8.000	119.213	0.096	1.963
60.003	0.041	30.775	0.314	3.622	10.933	11.518	0.000	289.796	1.000	119.214	0.097	2.693
60.003	0.041	30.775	0.314	3.622	10.933	11.518	0.000	289.796	1.000	119.214	0.097	2.693
60.003	0.041	30.775	0.314	3.622	10.933	11.518	0.000	289.796	1.000	119.214	0.097	2.693
60.003	0.041	30.775	0.314	3.622	10.933	11.518	0.000	289.796	1.000	119.214	0.097	2.693
60.003	0.042	30.313	0.317	3.649	-10.917	11.510	0.000	110.809	8.000	119.214	0.097	3.418
60.003	0.042	30.313	0.317	3.649	-10.917	11.510	0.000	110.809	8.000	119.214	0.097	3.418
60.003	0.042	30.313	0.317	3.649	-10.917	11.510	0.000	110.809	8.000	119.214	0.097	3.418
60.003	0.042	30.313	0.317	3.649	-10.917	11.510	0.000	110.809	8.000	119.214	0.097	3.418
60.003	0.041	30.522	0.319	3.664	-10.882	11.482	0.000	111.250	8.000	119.215	0.096	4.148
60.003	0.041	30.522	0.319	3.664	-10.882	11.482	0.000	111.250	8.000	119.215	0.096	4.148
60.003	0.041	30.522	0.319	3.664	-10.882	11.482	0.000	111.250	8.000	119.215	0.096	4.148
60.003	0.041	30.522	0.319	3.664	-10.882	11.482	0.000	111.250	8.000	119.215	0.096	4.148
60.003	0.041	30.513	0.317	3.645	10.909	11.502	0.000	290.148	1.000	119.215	0.096	4.880
