17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
17774.812	0.000	0.000	0.808	0.003	0.002	0.004	0.000	-271.380	1.000	0.106	0.035	145.712
