
60.002	0.701	2.401	0.894	255.271	128.162	285.637	0.000	-26.551	1.000	57.351	4.980	25.526
60.002	0.710	2.419	0.894	255.494	-128.349	285.921	0.000	333.299	0.000	57.376	4.983	25.548
60.002	0.711	2.420	0.894	255.729	-128.389	286.149	0.000	333.354	0.000	57.382	4.987	25.572
60.002	0.710	2.424	0.894	255.931	-128.359	286.316	0.000	333.420	0.000	57.379	4.990	25.592
60.003	0.714	2.426	0.894	255.851	-128.506	286.310	0.000	333.375	0.000	57.383	4.989	25.584
60.003	0.712	2.413	0.894	255.930	-128.570	286.409	0.000	333.400	0.000	57.382	4.991	25.592
60.003	0.715	2.421	0.894	256.202	-128.552	286.645	0.000	333.380	0.000	57.382	4.995	25.619
60.003	0.711	2.419	0.894	256.349	-128.698	286.842	0.000	333.460	0.000	57.385	4.999	25.634
60.003	0.712	2.410	0.894	256.466	-128.811	286.997	0.000	333.424	0.000	57.384	5.001	25.646
60.004	0.713	2.415	0.893	256.389	-128.901	286.969	0.000	333.359	0.000	57.382	5.001	25.638
60.003	0.709	2.396	0.894	256.468	-128.866	287.023	0.000	333.421	0.000	57.377	5.002	25.646
60.004	0.708	2.403	0.894	256.507	-128.856	287.054	0.000	333.363	0.000	57.374	5.003	25.650
60.004	0.713	2.414	0.893	256.301	-129.056	286.960	0.000	333.359	0.000	57.378	5.001	25.629
60.004	0.711	2.407	0.893	255.888	-129.134	286.626	0.000	333.254	0.000	57.380	4.995	25.588
60.004	0.711	2.407	0.893	255.888	-129.134	286.626	0.000	333.254	0.000	57.380	4.995	25.588
60.005	0.717	2.425	0.893	255.447	-128.976	286.161	0.000	333.275	0.000	57.390	4.986	25.544
60.005	0.716	2.434	0.893	255.465	-128.703	286.054	0.000	333.357	0.000	57.391	4.984	25.546
60.005	0.719	2.440	0.893	255.550	-128.646	286.104	0.000	333.339	0.000	57.390	4.985	25.554
60.005	0.718	2.440	0.894	255.783	-128.371	286.189	0.000	333.368	0.000	57.387	4.987	25.577
60.006	0.715	2.432	0.894	255.854	-128.343	286.240	0.000	333.304	0.000	57.387	4.988	25.584
60.006	0.716	2.432	0.894	255.970	-128.351	286.346	0.000	333.507	0.000	57.384	4.990	25.596
60.006	0.715	2.430	0.894	255.904	-128.456	286.335	0.000	333.377	0.000	57.380	4.990	25.589
60.007	0.714	2.429	0.894	255.944	-128.542	286.409	0.000	333.406	0.000	57.376	4.992	25.593
60.007	0.719	2.424	0.893	255.763	-128.651	286.297	0.000	333.417	0.000	57.382	4.989	25.575
60.008	0.718	2.439	0.893	255.641	-128.555	286.144	0.000	333.375	0.000	57.383	4.987	25.563
60.008	0.718	2.439	0.893	255.641	-128.555	286.144	0.000	333.375	0.000	57.383	4.987	25.563
60.008	0.714	2.425	0.893	255.652	-128.541	286.148	0.000	333.368	0.000	57.387	4.986	25.564
60.008	0.715	2.430	0.894	255.803	-128.513	286.270	0.000	333.367	0.000	57.387	4.988	25.579
60.008	0.716	2.431	0.894	255.854	-128.564	286.339	0.000	333.370	0.000	57.383	4.990	25.584
60.009	0.718	2.427	0.893	256.055	-128.706	286.583	0.000	333.414	0.000	57.384	4.994	25.604
60.008	0.722	2.436	0.893	255.803	-128.916	286.452	0.000	333.320	0.000	57.382	4.992	25.579
60.009	0.722	2.432	0.893	256.046	-128.731	286.586	0.000	333.338	0.000	57.378	4.995	25.604
60.007	0.713	2.416	0.893	255.633	-128.547	286.134	0.000	333.345	0.000	57.357	4.989	25.562
60.010	0.710	2.417	0.893	255.416	-128.524	285.929	0.000	333.378	0.000	57.338	4.987	25.541
60.010	0.711	2.424	0.893	255.174	-128.589	285.742	0.000	333.370	0.000	57.343	4.983	25.516
60.010	0.716	2.438	0.893	255.003	-128.751	285.663	0.000	333.242	0.000	57.355	4.981	25.499
60.010	0.718	2.436	0.893	255.077	-128.603	285.662	0.000	333.252	0.000	57.371	4.979	25.507
60.011	0.717	2.437	0.893	254.837	-128.609	285.451	0.000	333.251	0.000	57.371	4.975	25.483
60.003	0.741	6.263	0.374	41.907	-103.851	111.988	0.000	292.809	0.000	57.186	1.958	4.191
60.005	0.743	6.266	0.377	42.135	-103.673	111.909	0.000	291.249	0.000	57.184	1.957	4.213
60.004	0.740	6.268	0.374	41.882	-103.773	111.906	0.000	292.188	0.000	57.184	1.957	4.188
60.005	0.744	6.262	0.375	42.021	-103.908	112.083	0.000	292.271	0.000	57.181	1.960	4.202
60.005	0.741	6.277	0.376	42.132	-103.764	111.991	0.000	292.270	0.000	57.180	1.959	4.213
60.005	0.738	6.271	0.375	41.961	-103.643	111.815	0.000	292.108	0.000	57.171	1.956	4.196
60.006	0.737	6.278	0.375	42.004	-103.681	111.867	0.000	292.051	0.000	57.169	1.957	4.200
