"60.022	0.693	6.379	0.488	53.157	-94.977	108.841	0.000	299.563	0.000	57.198	1.903	5.315"
"60.022	0.696	6.398	0.480	52.271	-95.511	108.879	0.000	298.885	0.000	57.200	1.903	5.227"
"60.022	0.692	6.390	0.475	51.798	-95.847	108.948	0.000	298.604	0.000	57.201	1.905	5.180"
"60.022	0.693	6.376	0.472	51.436	-96.091	108.992	0.000	298.374	0.000	57.206	1.905	5.143"
"60.022	0.696	6.394	0.468	51.006	-96.314	108.986	0.000	298.211	0.000	57.212	1.905	5.100"
"60.022	0.697	6.422	0.465	50.687	-96.508	109.009	0.000	297.775	0.000	57.218	1.905	5.069"
"60.022	0.696	6.420	0.464	50.641	-96.700	109.158	0.000	297.654	0.000	57.226	1.907	5.064"
"60.022	0.702	6.423	0.467	50.953	-96.521	109.144	0.000	297.687	0.000	57.230	1.907	5.095"
"60.022	0.694	6.395	0.467	50.963	-96.582	109.203	0.000	297.980	0.000	57.233	1.908	5.096"
"60.022	0.700	6.393	0.465	50.802	-96.820	109.339	0.000	297.634	0.000	57.242	1.910	5.080"
"60.022	0.696	6.408	0.465	50.939	-96.897	109.471	0.000	297.816	0.000	57.246	1.912	5.094"
"60.022	0.697	6.388	0.466	50.934	-96.818	109.398	0.000	297.831	0.000	57.248	1.911	5.093"
"60.022	0.699	6.416	0.466	50.971	-96.776	109.378	0.000	297.929	0.000	57.250	1.911	5.097"
"60.023	0.702	6.403	0.467	51.132	-96.731	109.413	0.000	297.887	0.000	57.253	1.911	5.113"
"60.023	0.701	6.406	0.467	51.165	-96.788	109.479	0.000	297.825	0.000	57.258	1.912	5.116"
"60.022	0.703	6.391	0.466	51.057	-96.884	109.514	0.000	297.808	0.000	57.262	1.913	5.105"
"60.023	0.704	6.405	0.466	51.033	-96.997	109.603	0.000	297.808	0.000	57.266	1.914	5.103"
"60.023	0.701	6.404	0.465	50.963	-97.002	109.575	0.000	297.880	0.000	57.269	1.913	5.096"
"60.023	0.704	6.423	0.465	50.951	-96.887	109.467	0.000	-378289807304810635000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000	0.000	9332294800336800150000000000000000000000000000000000000000000000000000.000	1.913	5.096"
"60.023	0.708	6.438	0.467	51.158	-96.768	109.458	0.000	297.787	0.000	57.272	1.911	5.116"
"60.022	0.704	6.406	0.467	51.136	-96.857	109.527	0.000	297.841	0.000	57.272	1.912	5.113"
"60.023	0.707	6.442	0.465	50.845	-96.935	109.460	0.000	297.607	0.000	57.271	1.911	5.084"
"60.022	0.708	6.418	0.460	50.465	-97.368	109.669	0.000	297.507	0.000	57.292	1.914	5.046"
"60.023	0.711	6.404	0.459	50.377	-97.410	109.666	0.000	297.397	0.000	57.291	1.914	5.038"
"60.023	0.704	6.387	0.461	50.435	-97.219	109.523	0.000	297.529	0.000	57.283	1.912	5.043"
"60.022	0.710	6.405	0.460	50.258	-97.092	109.329	0.000	297.559	0.000	57.278	1.909	5.026"
"60.023	0.709	6.424	0.467	51.152	-96.845	109.524	0.000	297.771	0.000	57.275	1.912	5.115"
"60.022	0.711	6.445	0.468	51.244	-96.728	109.464	0.000	297.990	0.000	57.269	1.911	5.124"
"60.022	0.702	6.436	0.466	51.018	-96.766	109.392	0.000	297.931	0.000	57.266	1.910	5.102"
"60.022	0.706	6.465	0.411	44.823	-99.355	108.998	0.000	299.691	0.000	57.264	1.903	4.482"
"60.022	0.702	6.343	0.309	34.084	-104.948	110.344	0.000	291.060	0.000	57.256	1.927	3.408"
"60.022	0.705	6.180	0.253	-28.382	-108.493	112.144	0.000	285.467	0.000	57.255	1.959	2.838"
"60.022	0.707	6.031	0.227	-25.725	-110.441	113.397	0.000	283.540	0.000	57.254	1.981	2.572"
"60.021	0.704	5.954	0.214	-24.488	-111.760	114.411	0.000	282.722	0.000	57.253	1.998	2.449"
"60.021	0.703	5.907	0.209	-24.091	-112.490	115.041	0.000	282.133	0.000	57.249	2.009	2.409"
"60.021	0.706	5.879	0.209	-24.039	-112.677	115.213	0.000	282.050	0.000	57.247	2.013	2.404"
"60.021	0.708	5.859	0.206	-23.736	-112.976	115.443	0.000	281.996	0.000	57.245	2.017	2.373"
"60.021	0.701	5.853	0.202	-23.326	-113.189	115.568	0.000	281.655	0.000	57.245	2.019	2.333"
"60.022	0.703	5.832	0.197	-22.845	-113.453	115.730	0.000	281.515	0.000	57.245	2.022	2.284"
"60.021	0.701	5.817	0.196	-22.638	-113.462	115.698	0.000	281.656	0.000	57.233	2.022	2.264"
"60.020	0.696	5.757	0.192	-22.246	-113.666	115.822	0.000	281.261	0.000	57.208	2.025	2.225"
"60.021	0.695	5.741	0.191	-22.127	-113.854	115.985	0.000	281.104	0.000	57.208	2.027	2.213"
"60.020	0.697	5.756	0.191	-22.158	-113.993	116.127	0.000	281.099	0.000	57.211	2.030	2.216"
"60.019	0.696	5.768	0.194	-22.540	-113.854	116.064	0.000	281.215	0.000	57.217	2.028	2.254"
"60.021	0.699	5.777	0.193	-22.370	-113.999	116.173	0.000	281.087	0.000	57.235	2.030	2.237"
"60.020	0.701	5.785	0.195	-22.617	-113.885	116.109	0.000	281.164	0.000	57.241	2.028	2.262"
"60.019	0.700	5.784	0.196	-22.741	-113.898	116.146	0.000	281.365	0.000	57.242	2.029	2.274"
"60.019	0.701	5.785	0.196	-22.792	-113.890	116.148	0.000	281.506	0.000	57.245	2.029	2.279"
"60.019	0.701	5.785	0.196	-22.792	-113.890	116.148	0.000	281.506	0.000	57.245	2.029	2.279"
"60.019	0.700	5.771	0.191	-22.221	-114.285	116.425	0.000	281.068	0.000	57.254	2.033	2.222"
"60.018	0.701	5.770	0.190	-22.160	-114.200	116.330	0.000	280.933	0.000	57.247	2.032	2.216"
"60.019	0.703	5.756	0.190	-22.181	-114.363	116.494	0.000	281.060	0.000	57.248	2.035	2.218"
"60.019	0.705	5.760	0.192	-22.347	-114.400	116.563	0.000	281.160	0.000	57.257	2.036	2.235"
"60.019	0.710	5.777	0.192	-22.367	-114.411	116.577	0.000	281.236	0.000	57.265	2.036	2.237"
"60.018	0.710	5.762	0.193	-22.514	-114.171	116.370	0.000	281.316	0.000	57.265	2.032	2.251"
"60.018	0.703	5.728	0.193	-22.407	-114.174	116.352	0.000	281.115	0.000	57.269	2.032	2.241"
"60.019	0.702	5.718	0.193	-22.436	-114.137	116.321	0.000	281.062	0.000	57.267	2.031	2.244"
"60.019	0.701	5.720	0.193	-22.473	-114.181	116.371	0.000	281.256	0.000	57.272	2.032	2.247"
"60.019	0.702	5.699	0.194	-22.562	-114.221	116.428	0.000	281.290	0.000	57.272	2.033	2.256"
"60.018	0.710	5.769	0.195	-22.666	-114.195	116.422	0.000	281.385	0.000	57.270	2.033	2.266"
"60.018	0.718	5.798	0.193	-22.506	-114.321	116.516	0.000	281.216	0.000	57.269	2.035	2.251"
"60.018	0.718	5.798	0.193	-22.506	-114.321	116.516	0.000	281.216	0.000	57.269	2.035	2.251"
"60.018	0.718	5.746	0.192	-22.367	-114.202	116.372	0.000	281.135	0.000	57.270	2.032	2.237"
"60.018	0.722	5.768	0.193	-22.429	-114.168	116.351	0.000	281.200	0.000	57.274	2.031	2.243"
"60.018	0.720	5.766	0.192	-22.385	-114.149	116.323	0.000	281.074	0.000	57.273	2.031	2.238"
"60.018	0.724	5.765	0.193	-22.468	-114.109	116.300	0.000	281.321	0.000	57.273	2.031	2.247"
"60.018	0.724	5.765	0.193	-22.468	-114.109	116.300	0.000	281.321	0.000	57.273	2.031	2.247"
"60.018	0.723	5.760	0.194	-22.550	-114.039	116.247	0.000	281.179	0.000	57.273	2.030	2.255"
"60.018	0.727	5.770	0.193	-22.492	-114.050	116.247	0.000	281.233	0.000	57.276	2.030	2.249"
"60.018	0.724	5.789	0.193	-22.438	-114.085	116.271	0.000	281.169	0.000	57.279	2.030	2.244"
"60.018	0.724	5.789	0.193	-22.438	-114.085	116.271	0.000	281.169	0.000	57.279	2.030	2.244"
"60.018	0.724	5.786	0.194	-22.557	-114.039	116.248	0.000	281.375	0.000	57.283	2.029	2.256"
"60.018	0.726	5.774	0.194	-22.560	-114.025	116.236	0.000	281.322	0.000	57.288	2.029	2.256"
"60.018	0.725	5.810	0.194	-22.557	-114.085	116.294	0.000	281.110	0.000	57.292	2.030	2.256"
"60.018	0.727	5.789	0.194	-22.612	-114.268	116.483	0.000	281.188	0.000	57.293	2.033	2.261"
"60.018	0.728	5.770	0.195	-22.712	-114.220	116.457	0.000	281.300	0.000	57.296	2.033	2.271"
"60.018	0.723	5.778	0.196	-22.828	-114.130	116.390	0.000	281.285	0.000	57.295	2.031	2.283"
"60.018	0.726	5.760	0.196	-22.795	-114.118	116.373	0.000	281.401	0.000	57.292	2.031	2.279"
"60.018	0.721	5.772	0.195	-22.728	-114.167	116.408	0.000	281.363	0.000	57.294	2.032	2.273"
"60.019	0.721	5.762	0.195	-22.768	-114.220	116.467	0.000	281.326	0.000	57.296	2.033	2.277"
"60.019	0.723	5.732	0.196	-22.827	-114.200	116.459	0.000	281.296	0.000	57.300	2.032	2.283"
"60.019	0.721	5.754	0.197	-22.918	-114.234	116.510	0.000	281.350	0.000	57.306	2.033	2.292"
